GeneID,Chromosome,Peak_Start,Peak_End,Strand,,
Tsc1,chr2,28495424,28497005,+,,
Parl,chr16,20302440,20302488,+,,
Kpna4,chr3,68930793,68931188,+,,
Ggps1,chr13,14154712,14155348,+,,
Arl13b,chr16,62846342,62847118,+,,
Arid4b,chr13,14154712,14155348,+,,
Armc9,chr1,88125030,88127263,+,,
Plekha2,chr8,26228393,26230180,+,,
Pfpl,chr19,12509285,12509984,+,,
Bhlhe41,chr6,145804231,145804610,+,,
Ly6i,chr15,74818568,74820473,+,,
Hcrtr2,chr9,76212647,76212972,+,,
Tcof1,chr18,61003598,61003972,+,,
Ahnak,chr19,9141631,9141961,+,,
Slc35b2,chr17,45699830,45700544,+,,
Nfkbie,chr17,45699830,45700544,+,,
U2,chr11,101487939,101489401,+,,
Txndc12,chr4,108505479,108508473,+,,
Safb2,chr17,56723280,56724756,+,,
Safb,chr17,56723280,56724756,+,,
Rdm1,chr11,101487939,101489401,+,,
Rbm15,chr3,107136518,107136874,+,,
Prdm4,chr10,85379803,85380695,+,,
Lrsam1,chr2,32819823,32823231,+,,
Itpa,chr2,130492941,130493896,+,,
Fbxo42,chr4,140702885,140704065,+,,
Ell,chr8,73062287,73063441,+,,
Ddrgk1,chr2,130492941,130493896,+,,
Cisd2,chr3,135086167,135086579,+,,
Btf3l4,chr4,108505479,108508473,+,,
Arhgap12,chr18,6135232,6137103,+,,
Rpl12,chr2,32819823,32823231,+,,
Rcsd1,chr1,167635466,167636856,+,,
Kbtbd11,chr8,15026917,15027238,+,,
Gm20388,chr8,123288406,123288702,+,,
Asph,chr4,9574657,9575727,+,,
1700012B15Rik,chr12,3235124,3236012,+,,
Rbm38,chr2,172852460,172852643,+,,
Lat2,chr5,135082858,135083444,+,,
Gm17207,chr5,73600172,73601845,+,,
Gm14453,chr2,172852460,172852643,+,,
Fryl,chr5,73600172,73601845,+,,
Zhx1,chr15,57907237,57907966,+,,
Rod1,chr4,59561311,59563590,+,,
Otud1,chr2,19579158,19579594,+,,
Opa1,chr16,29579356,29579728,+,,
Ndrg3,chr2,156817408,156818190,+,,
Mrpl40,chr16,18876901,18877287,+,,
Ino80d,chr1,63160708,63161787,+,,
Hira,chr16,18876901,18877287,+,,
Gm12742,chr4,107983306,107983754,+,,
Gm11602,chr1,63160708,63161787,+,,
Epha2,chr4,140855513,140855582,+,,
Epha2,chr4,140857742,140858151,+,,
Elmo1,chr13,20181816,20183424,+,,
Coro1c,chr5,114356905,114359028,+,,
A930001N09Rik,chr17,26852323,26852627,+,,
9130401M01Rik,chr15,57907237,57907966,+,,
1700018M17Rik,chr4,59561311,59563590,+,,
Sema4b,chr7,87359346,87359683,+,,
Iqsec1,chr6,90706526,90707741,+,,
Ccr7,chr11,99011095,99012281,+,,
2210417A02Rik,chr5,149490277,149490746,+,,
Pold4,chr19,4231144,4232141,+,,
Kremen2,chr17,23884696,23885240,+,,
6720456H20Rik,chr14,49065555,49065929,+,,
Shisa5,chr9,108956857,108957625,+,,
9530082P21Rik,chr17,23884696,23885240,+,,
Zfp607,chr7,28645462,28645628,+,,
Tpst2,chr5,112702294,112703529,+,,
Stoml1,chr9,58100631,58101840,+,,
Spcs1,chr14,31813857,31815410,+,,
Rsbn1l,chr5,20454880,20457062,+,,
Ptpn2,chr18,67883732,67884632,+,,
Pih1d1,chr7,52409489,52410159,+,,
Pacrgl,chr5,48763476,48764031,+,,
Oaz1,chr10,80288626,80289959,+,,
Mirlet7i,chr10,122423271,122423958,+,,
Mir1982,chr10,80288626,80289959,+,,
Klf6,chr13,5859567,5861039,+,,
Iqgap1,chr7,87946947,87948166,+,,
Ints3,chr3,90237098,90237640,+,,
Hectd1,chr12,52929727,52930472,+,,
Glt8d1,chr14,31813857,31815410,+,,
Fam76b,chr9,13630688,13631706,+,,
Edem1,chr6,108777430,108778993,+,,
Cep57,chr9,13630688,13631706,+,,
Aldh16a1,chr7,52409489,52410159,+,,
1190002N15Rik,chr9,94437686,94438202,+,,
Rpl24,chr16,55973708,55974110,+,,
Rad51l1,chr12,80728852,80730192,+,,
Pde4b,chr4,102183454,102183915,+,,
Hnrnpm,chr17,33821678,33821969,+,,
U3,chr7,71146428,71146966,+,,
7SK,chr11,21080197,21081124,+,,
4930420K17Rik,chr5,9086879,9088035,+,,
Hivep2,chr10,13763372,13766951,+,,
Wasf2,chr4,132685518,132688324,+,,
Sub1,chr15,11937774,11939049,+,,
Sqstm1,chr11,50026290,50027057,+,,
Kcnq5,chr1,21951950,21954099,+,,
Fkbp2,chr19,7053780,7054534,+,,
Mgat4b,chr11,50026290,50027057,+,,
Gm16705,chr1,21951950,21954099,+,,
Zfp719,chr7,50834769,50835429,+,,
Zfp292,chr4,34829148,34829556,+,,
Zbtb37,chr1,162965233,162966184,+,,
U6,chr8,107694003,107695339,+,,
Snx9,chr17,5841348,5842034,+,,
SNORD81,chr1,162965233,162966184,+,,
SNORD79,chr1,162965233,162966184,+,,
SNORD78,chr1,162965233,162966184,+,,
SNORD77,chr1,162965233,162966184,+,,
SNORD75,chr1,162965233,162966184,+,,
SNORD74,chr1,162965233,162966184,+,,
Snord47,chr1,162965233,162966184,+,,
SNORD44,chr1,162965233,162966184,+,,
SNORD24,chr1,162965233,162966184,+,,
Pde12,chr14,27488704,27489329,+,,
Mylip,chr13,45484685,45485510,+,,
Hspa4,chr11,53112868,53114729,+,,
Hilpda,chr6,29220626,29221408,+,,
Gng2,chr14,20795766,20796186,+,,
Gas5,chr1,162965233,162966184,+,,
Fosb,chr7,19893886,19895913,+,,
Fam98a,chr17,75950966,75951822,+,,
Fam49b,chr15,63890622,63891860,+,,
Cbfb,chr8,107694003,107695339,+,,
Bfar,chr16,13671708,13673027,+,,
3110001I22Rik,chr16,13671708,13673027,+,,
1810021B22Rik,chr15,88908843,88908912,+,,
1600012H06Rik,chr17,15080111,15080364,+,,
Trabd,chr15,88908843,88908912,+,,
Tmem39a,chr16,38562611,38563073,+,,
Jarid2,chr13,44827281,44830422,+,,
Hivep2,chr10,13737322,13739235,+,,
Cdc42se2,chr11,54591610,54592423,+,,
Gm15323,chr13,112853788,112854397,+,,
Mtss1,chr15,58937588,58937868,+,,
Rnf145,chr11,44317584,44318936,+,,
Sash3,chrX,45492672,45495472,+,,
1100001G20Rik,chr11,83556485,83557013,+,,
Gypc,chr18,32719185,32720104,+,,
Wdr53,chr16,32247153,32247722,+,,
Ring1,chr17,34161477,34162198,+,,
Nmt1,chr11,102889278,102890282,+,,
Neu1,chr17,35067866,35068832,+,,
Mir219-1,chr17,34161477,34162198,+,,
Med13l,chr5,119010799,119011686,+,,
Gm5533,chr1,183783303,183783947,+,,
Gm12714,chr11,59708705,59709119,+,,
Fbxo45,chr16,32247153,32247722,+,,
Eml4,chr17,83750723,83751981,+,,
Dcakd,chr11,102889278,102890282,+,,
Appl1,chr14,27782819,27784341,+,,
Wwox,chr8,117338819,117340658,+,,
Tec,chr5,73193365,73194510,+,,
Mgat4a,chr1,37530664,37532326,+,,
Impdh1,chr6,29161987,29162116,+,,
Ildr1,chr16,36717572,36717712,+,,
Hoxd13,chr2,74507499,74509303,+,,
Gm17536,chr11,102889278,102890282,+,,
Arid1b,chr17,4996323,4997666,+,,
Bcl6,chr16,24165191,24166551,+,,
Gm12066,chr11,24145174,24146232,+,,
Gimap6,chr6,48661600,48662627,+,,
C530050E15Rik,chr13,24730056,24733635,+,,
B4galt5,chr2,167176849,167178190,+,,
Fam65b,chr13,24730056,24733635,+,,
Ubxn1,chr19,8945572,8946162,+,,
Ksr1,chr11,78873491,78873671,+,,
Pfkm,chr15,97919720,97920049,+,,
H2-K2,chr17,34118126,34119426,+,,
Gm4152,chr17,34118126,34119426,+,,
Cdc42,chr4,136912381,136913206,+,,
Wwox,chr8,117403678,117404516,+,,
Senp1,chr15,97919720,97920049,+,,
Klrb1c,chr6,128748349,128749845,+,,
U1,chr2,127912686,127913179,+,,
Ttll5,chr12,87165342,87166586,+,,
Slc9a8,chr2,167243944,167244536,+,,
Sdhc,chr1,173080710,173081414,+,,
Sar1a,chr10,61142610,61143939,+,,
Mpz,chr1,173080710,173081414,+,,
Cbx4,chr11,118945289,118948402,+,,
Arl4a,chr12,40764090,40764658,+,,
4930555J06Rik,chr12,40764090,40764658,+,,
3110001D03Rik,chr4,74923573,74924268,+,,
0610007P14Rik,chr12,87165342,87166586,+,,
Zmiz2,chr11,6290540,6290588,+,,
Twsg1,chr17,66296494,66297000,+,,
Trp53i11,chr2,93030524,93030650,+,,
Ski,chr4,154552451,154552821,+,,
Mef2c,chr13,83709935,83713750,+,,
Map3k1,chr13,112587328,112587638,+,,
Fnip2,chr3,79335767,79335994,+,,
Capn11,chr17,45768007,45769348,+,,
Acoxl,chr2,127912686,127913179,+,,
AC131596.1,chr10,95800055,95801551,+,,
4930404H21Rik,chr7,140649040,140649647,+,,
Arid1b,chr17,4908400,4908551,+,,
Foxn3,chr12,100706108,100706446,+,,
Fosb,chr7,19910626,19912385,+,,
Osbpl8,chr10,110596648,110597672,+,,
Ralgps2,chr1,158926383,158927217,+,,
Ppil4,chr10,7512008,7512988,+,,
Phf15,chr11,51669760,51670362,+,,
BC013529,chr10,7512008,7512988,+,,
6530403G13Rik,chr10,7512008,7512988,+,,
Maff,chr15,79184887,79185624,+,,
Grap,chr11,61452250,61452622,+,,
Tpmt,chr13,47138586,47139489,+,,
Ssbp3,chr4,106582560,106583585,+,,
Sik3,chr9,45817433,45817966,+,,
Rpain,chr11,70783259,70784653,+,,
Rasd1,chr11,59778380,59778935,+,,
Prr19,chr7,26082303,26083702,+,,
Pafah1b3,chr7,26082303,26083702,+,,
Nup88,chr11,70783259,70784653,+,,
Noxo1,chr17,24832619,24833441,+,,
Myo1g,chr11,6420810,6421166,+,,
Kdm1b,chr13,47138586,47139489,+,,
Hint1,chr11,54679634,54680823,+,,
Heg1,chr16,33683528,33684358,+,,
Gfer,chr17,24832619,24833441,+,,
Foxo3,chr10,41996073,41996351,+,,
Clpx,chr9,65140850,65141985,+,,
Chd1l,chr3,97413283,97414353,+,,
7SK,chr10,77835470,77835972,+,,
Rab30,chr7,99906805,99906958,+,,
Parp8,chr13,117809313,117809693,+,,
Lnx2,chr5,147861941,147862767,+,,
Gadd45g,chr13,51943793,51943882,+,,
Dmrt1,chr19,25620388,25621003,+,,
B4galt5,chr2,167171149,167171507,+,,
Abr,chr11,76269621,76270857,+,,
2810030E01Rik,chr2,17966547,17967292,+,,
SNORA17,chr10,110258823,110259007,+,,
Rnf145,chr11,44311623,44312220,+,,
D030054H15Rik,chr17,8069917,8071213,+,,
Pax5,chr4,44724554,44726151,+,,
Upb1,chr10,74897060,74897685,+,,
Dock2,chr11,34584046,34585558,+,,
1110038D17Rik,chr10,74897060,74897685,+,,
Slc30a3,chr5,31396499,31398801,+,,
Mycbp2,chr14,103744485,103746682,+,,
Gm9924,chr5,31396499,31398801,+,,
4632434I11Rik,chr7,100024912,100025380,+,,
Prcp,chr7,100024912,100025380,+,,
Mxi1,chr19,53387659,53388523,+,,
Sugp1,chr8,72565974,72566950,+,,
Sash3,chrX,45496408,45497100,+,,
Pdia4,chr6,47762480,47763639,+,,
Ncoa7,chr10,30523281,30523787,+,,
Nbeal2,chr9,110558829,110559199,+,,
Mlf1ip,chr8,47635389,47636171,+,,
Mcm3,chr1,20809761,20810930,+,,
Mau2,chr8,72565974,72566950,+,,
Gm16141,chr11,18914013,18915703,+,,
Gh,chr11,106164602,106165220,+,,
Ggnbp2,chr11,84682639,84684109,+,,
Efcab2,chr1,180335556,180336967,+,,
Dcp2,chr18,44539611,44540527,+,,
Cyb5r1,chr1,136302423,136302781,+,,
Ccdc12,chr9,110558829,110559199,+,,
Bcat1,chr6,145023500,145023794,+,,
Atp10d,chr5,72594341,72596451,+,,
Ankrd28,chr14,32643894,32644477,+,,
5730420D15Rik,chr10,94878016,94878245,+,,
Wipf1,chr2,73290965,73292253,+,,
Socs2,chr10,94878016,94878245,+,,
Sik3,chr9,46000478,46001229,+,,
Samsn1,chr16,75877502,75877691,+,,
Meis1,chr11,18914013,18915703,+,,
Map4k5,chr12,70964538,70965273,+,,
Hivep2,chr10,13762265,13763128,+,,
Foxa1,chr12,58638613,58642058,+,,
Ccdc124,chr8,73392705,73393637,+,,
Gm20539,chr2,18720549,18722409,+,,
Snx9,chr17,5828683,5830887,+,,
A130050O07Rik,chr1,139814066,139814446,+,,
AC164075.1,chr7,87291001,87291434,+,,
Ninj2,chr6,120034847,120035565,+,,
Sell,chr1,166012211,166012385,+,,
Gm13592,chr2,65117325,65117745,+,,
Arhgef10l,chr4,140122576,140123084,+,,
U6,chr4,41261548,41262061,+,,
Dcaf12,chr4,41261548,41262061,+,,
Irx5,chr8,94884472,94888207,+,,
A930007I19Rik,chr19,29564621,29566657,+,,
Prdm8,chr5,98597571,98599453,+,,
Plac8,chr5,101010151,101013291,+,,
Yes1,chr5,32912052,32914633,+,,
U1,chr3,96132473,96133734,+,,
S1pr2,chr9,20780386,20780504,+,,
Phc1,chr6,122290100,122290716,+,,
Naa30,chr14,49791178,49791935,+,,
Mycbp2,chr14,103748689,103749021,+,,
Ccdc41,chr10,94150937,94152200,+,,
C130039O16Rik,chr12,85559749,85560243,+,,
Arx,chrX,90531268,90533609,+,,
4932415G12Rik,chr10,94150937,94152200,+,,
Trim34a,chr7,111441205,111442502,+,,
Pdcd1lg2,chr19,29492317,29493771,+,,
Jakmip1,chr5,37439119,37439464,+,,
Ica1,chr6,8639797,8640009,+,,
Hoxc9,chr15,102812056,102812554,+,,
Gng7,chr10,80451896,80452855,+,,
Gm20398,chr15,102812056,102812554,+,,
Gm20388,chr8,122749503,122750489,+,,
Gm15614,chr5,32912052,32914633,+,,
Gm14005,chr2,128203413,128203741,+,,
Cyfip2,chr11,46119746,46120996,+,,
Bhlhe40,chr6,108668317,108669219,+,,
U2,chr5,97347946,97348717,+,,
Oxa1l,chr14,54970907,54971260,+,,
Hnrnpf,chr6,117841386,117842731,+,,
Fth1,chr19,10049570,10049714,+,,
Lrrc32,chr7,105637877,105638320,+,,
Egr3,chr14,70480740,70481998,+,,
Prcp,chr7,100027175,100027440,+,,
Smad3,chr9,63585106,63586481,+,,
Ttll5,chr12,87333371,87333701,+,,
Gm4968,chr6,127186708,127187109,+,,
Rela,chr19,5636468,5638359,+,,
2610002J02Rik,chr4,154611103,154611651,+,,
H2-Q7,chr17,35575529,35576536,+,,
Hs3st1,chr5,40022116,40022372,+,,
Rftn1,chr17,50164578,50165079,+,,
Sh3gl1,chr17,56175894,56176248,+,,
Crem,chr18,3280643,3281848,+,,
Ifng,chr10,117906136,117906667,+,,
Camkk1,chr11,72838059,72838244,+,,
Pmaip1,chr18,66607384,66607546,+,,
Tctn1,chr5,122708075,122708910,+,,
Utp18,chr11,93746763,93747376,+,,
Mbtd1,chr11,93746763,93747376,+,,
RP23-190G10.4,chr16,91417265,91417555,+,,
Il10rb,chr16,91417265,91417555,+,,
Mex3c,chr18,73730995,73732117,+,,
Sh3bp5,chr14,32202934,32203159,+,,
Abi1,chr2,22896725,22897458,+,,
Fbxo24,chr5,138072095,138073248,+,,
Lrch4,chr5,138072095,138073248,+,,
0610040F04Rik,chr6,108580548,108581042,+,,
Cnot2,chr10,116018289,116020340,+,,
5330438D12Rik,chr10,116018289,116020340,+,,
N4bp1,chr8,89380116,89380942,+,,
Tomm20,chr8,129329132,129330498,+,,
4632428C04Rik,chr16,30034921,30035644,+,,
Il1r1,chr1,40297373,40297665,+,,
Arf4,chr14,27456236,27459181,+,,
4930570N19Rik,chr14,27456236,27459181,+,,
Gm11828,chr4,10889436,10889857,+,,
Atxn1,chr13,45979157,45980957,+,,
Nfam1,chr15,82868304,82868835,+,,
Otud7b,chr3,95908304,95909780,+,,
7SK,chr3,19248311,19248666,+,,
Loxl1,chr9,58122551,58123589,+,,
Mef2d,chr3,87941920,87942564,+,,
Gse1,chr8,123062500,123062956,+,,
Gm20388,chr8,123062500,123062956,+,,
Tgfbr2,chr9,116125533,116126035,+,,
Tgfbr2,chr9,116053373,116055130,+,,
Arhgap39,chr15,76600775,76601303,+,,
Ninj2,chr6,120061733,120062724,+,,
Fam65a,chr8,108145832,108148450,+,,
Fos,chr12,86814463,86814852,+,,
Dip2b,chr15,99890870,99891520,+,,
Coq2,chr5,101092082,101092329,+,,
Gimap9,chr6,48624303,48625048,+,,
Gm12592,chr11,3232262,3232700,+,,
Pik3ip1,chr11,3232262,3232700,+,,
Gm13498,chr2,50697287,50697722,+,,
Gm11928,chr4,32250712,32252174,+,,
Ttll5,chr12,87304642,87305104,+,,
Gm17691,chr12,87304642,87305104,+,,
Utp3,chr5,88982237,88983898,+,,
SNORA17,chr4,47759131,47759911,+,,
5530601H04Rik,chrX,102274628,102275949,+,,
2610029G23Rik,chrX,102274628,102275949,+,,
1110059E24Rik,chr19,21656893,21658932,+,,
Cct7,chr6,85401690,85402150,+,,
1700040I03Rik,chr6,85401690,85402150,+,,
Tnfsf18,chr1,163430104,163431086,+,,
Hmha1,chr10,79487011,79487253,+,,
Map3k1,chr13,112612069,112612590,+,,
Cdt1,chr8,125091719,125092440,+,,
Mettl8,chr2,70802738,70803993,+,,
Gm20388,chr8,125091719,125092440,+,,
Zpbp2,chr11,98410793,98412218,+,,
Slamf6,chr1,173847556,173848031,+,,
Wasf2,chr4,132724934,132726689,+,,
H2-T22,chr17,36179383,36180299,+,,
Gm6034,chr17,36179383,36180299,+,,
BC023719,chr17,36179383,36180299,+,,
4930578M01Rik,chr15,98823537,98824696,+,,
Tcp11l2,chr10,84038544,84039963,+,,
Nhlrc2,chr19,56622694,56622895,+,,
Dclre1a,chr19,56622694,56622895,+,,
Fam110a,chr2,151799650,151800138,+,,
Acvr1,chr2,58275874,58276028,+,,
Sirt6,chr10,81090058,81090444,+,,
Fth1,chr19,10057070,10057947,+,,
Ankrd24,chr10,81090058,81090444,+,,
Spin1,chr13,51202270,51202662,+,,
Zfp541,chr7,16631300,16631590,+,,
Ccr7,chr11,99028370,99028717,+,,
Pebp4,chr14,70460096,70461170,+,,
Card11,chr5,141475913,141476946,+,,
Ascc3,chr10,50311966,50313070,+,,
Il16,chr7,90803706,90804326,+,,
Lclat1,chr17,73599264,73600626,+,,
Ets1,chr9,32459056,32460160,+,,
Zcchc8,chr5,124170927,124171208,+,,
Pde8a,chr7,88356846,88358663,+,,
Evi2b,chr11,79340278,79344496,+,,
Evi2a,chr11,79340278,79344496,+,,
Ero1lb,chr13,12656553,12658394,+,,
Nr1d1,chr11,98632054,98632292,+,,
Nf1,chr11,79340278,79344496,+,,
Col15a1,chr4,47263788,47265387,+,,
AC131596.1,chr10,95840293,95840621,+,,
Maml2,chr9,13359090,13359556,+,,
Gm17306,chr10,80144853,80145016,+,,
Gm11998,chr11,11457605,11458010,+,,
Rhoh,chr5,66245814,66246258,+,,
Cisd2,chr3,135065178,135065743,+,,
n-R5s19,chr19,6141075,6141771,+,,
Batf2,chr19,6141075,6141771,+,,
Arl2,chr19,6141075,6141771,+,,
Mgrn1,chr16,4907827,4908270,+,,
Trp53i11,chr2,93032834,93032994,+,,
Prdx6,chr1,163180541,163182354,+,,
Ankrd12,chr17,66426487,66426827,+,,
Fam134b,chr15,25840017,25840153,+,,
4930526L06Rik,chr19,11318696,11318923,+,,
Itga4,chr2,79067841,79068800,+,,
Setd5,chr6,113026859,113028418,+,,
Gt(ROSA)26Sor,chr6,113026859,113028418,+,,
Tomm20,chr8,129375249,129377053,+,,
Ier2,chr8,87180576,87180737,+,,
Pax5,chr4,44717189,44719153,+,,
Dguok,chr6,83432294,83433047,+,,
Ptpn1,chr2,167735376,167735926,+,,
Tmem87a,chr2,120229525,120230136,+,,
Slfn3,chr11,83004791,83005302,+,,
Slc35a1,chr4,34634365,34634987,+,,
Ganc,chr2,120229525,120230136,+,,
Tk2,chr8,106763462,106763845,+,,
Senp1,chr15,97905210,97905994,+,,
Gas7,chr11,67402385,67402780,+,,
Map4k2,chr19,6339836,6341194,+,,
Men1,chr19,6339836,6341194,+,,
Stoml1,chr9,58112654,58113623,+,,
Btd,chr14,32482126,32483643,+,,
Gm12367,chr4,35171067,35172093,+,,
Sema4d,chr13,51847690,51848338,+,,
3110043O21Rik,chr4,35171067,35172093,+,,
P4ha2,chr11,53905142,53905603,+,,
Gm20459,chr4,57875404,57875698,+,,
Akap2,chr4,57875404,57875698,+,,
Rc3h2,chr2,37278202,37279240,+,,
Mrpl23,chr7,149719044,149719380,+,,
Il12rb1,chr8,73327916,73329272,+,,
U3,chr11,87284083,87284612,+,,
Serp1,chr3,58327169,58330514,+,,
Gm12156,chr11,44291659,44292615,+,,
Eif2a,chr3,58327169,58330514,+,,
Tnip1,chr11,54749641,54750170,+,,
Tex14,chr11,87284083,87284612,+,,
Ubash3a,chr17,31360457,31362106,+,,
Tpra1,chr6,88852105,88852648,+,,
Slc9a7,chrX,19866986,19869226,+,,
Sp2,chr11,96848878,96849940,+,,
Fzr1,chr10,80840291,80842134,+,,
Prr3,chr17,36116163,36116521,+,,
Ppm1d,chr11,85123513,85125269,+,,
Gnl1,chr17,36116163,36116521,+,,
Ppp1r37,chr7,20147327,20148189,+,,
Ttc28,chr5,111487642,111488714,+,,
Stx7,chr10,23883842,23885279,+,,
Nek8,chr11,77982732,77982911,+,,
Catsperg1,chr7,29996569,29996650,+,,
Acly,chr11,100388490,100388723,+,,
Cxcr4,chr1,130504462,130505995,+,,
Dnajb12,chr10,59359716,59359944,+,,
Eya1,chr1,14133586,14134830,+,,
Reep3,chr10,66461571,66461775,+,,
Icam1,chr9,20820872,20821927,+,,
1700040L02Rik,chr10,68003344,68005158,+,,
Gm12148,chr11,43208637,43209038,+,,
Vav2,chr2,27167196,27167425,+,,
Sema4b,chr7,87354713,87354869,+,,
Mis18bp1,chr12,66273383,66274475,+,,
Gm5436,chr12,85583453,85584429,+,,
Abcg1,chr17,31211589,31211846,+,,
Asph,chr4,9584336,9584937,+,,
Sec11c,chr18,65959664,65963226,+,,
P2rx4,chr5,123157436,123158287,+,,
Gm17591,chr12,81166172,81166299,+,,
Pik3c2b,chr1,134979328,134981914,+,,
Jarid2,chr13,44825908,44827005,+,,
Cflar,chr1,58779399,58779557,+,,
Ffar3,chr7,31627322,31627393,+,,
Csk,chr9,57489582,57492706,+,,
A430110L20Rik,chr1,183157002,183158478,+,,
Gm9034,chr10,43537767,43538888,+,,
Ncor2,chr5,125638623,125639099,+,,
5S_rRNA,chr18,38531448,38531929,+,,
Sorl1,chr9,41836963,41837135,+,,
Gm16214,chr9,41836963,41837135,+,,
Maml1,chr11,50104483,50106297,+,,
Prkce,chr17,86866814,86867149,+,,
Ncf2,chr1,154663710,154665979,+,,
Tgfbrap1,chr1,43154816,43156159,+,,
AI597479,chr1,43154816,43156159,+,,
Per1,chr11,68907479,68909219,+,,
Bcl6,chr16,23987816,23989333,+,,
Slc25a37,chr14,69901501,69904032,+,,
Brp44l,chr17,8475378,8477389,+,,
2010012O05Rik,chr19,46772702,46772966,+,,
AC122043.1,chr5,65053313,65054366,+,,
Dennd2d,chr3,106285758,106287127,+,,
2010016I18Rik,chr3,106285758,106287127,+,,
Tmpo,chr10,90633134,90634823,+,,
Zmynd8,chr2,165618335,165619112,+,,
D030054H15Rik,chr17,8132339,8132764,+,,
Tmem128,chr5,38651291,38652052,+,,
D4Ertd22e,chr4,140694761,140695797,+,,
Zfp143,chr7,117204500,117205651,+,,
AA474408,chr7,117204500,117205651,+,,
Calm3,chr7,17509371,17510159,+,,
D17Wsu92e,chr17,27957737,27957861,+,,
Slc15a4,chr5,128090533,128091377,+,,
Ints9,chr14,65568475,65569495,+,,
Hmbox1,chr14,65568475,65569495,+,,
Tle3,chr9,61219378,61220251,+,,
Snord2,chr16,23107285,23108120,+,,
Snora81,chr16,23107285,23108120,+,,
SNORA63,chr16,23107285,23108120,+,,
Gm10655,chr9,61219378,61220251,+,,
Eif4a2,chr16,23107285,23108120,+,,
1700021F07Rik,chr2,173295361,173295496,+,,
Spata5,chr3,37317799,37319535,+,,
Rbm43,chr2,51790250,51791121,+,,
Nudt6,chr3,37317799,37319535,+,,
Cpt1a,chr19,3322326,3326125,+,,
AC134910.1,chr5,25035145,25036541,+,,
Tomm34,chr2,163899722,163900036,+,,
Tbl1xr1,chr3,21973610,21976737,+,,
Polg,chr7,86610961,86611422,+,,
Stk4,chr2,163899722,163900036,+,,
Sidt2,chr9,45752579,45753503,+,,
Gm5436,chr12,85584940,85587037,+,,
11-Sep,chr5,93520877,93523649,+,,
Mll2,chr15,98701438,98703134,+,,
U5,chr4,116861924,116862667,+,,
Tnrc6c,chr11,117514922,117516097,+,,
Mrpl30,chr1,37946448,37947608,+,,
Mitd1,chr1,37946448,37947608,+,,
Hnrnpa0,chr13,58229220,58230666,+,,
Cic,chr7,26064187,26064368,+,,
1110003E01Rik,chr5,65882426,65884837,+,,
Fcrla,chr1,172864409,172865132,+,,
Gm11630,chr11,97744918,97745190,+,,
Fbxo47,chr11,97744918,97745190,+,,
Ticam1,chr17,56416156,56416875,+,,
Stambpl1,chr19,34266760,34267428,+,,
Sfrs18,chr4,21774448,21775657,+,,
Rab10,chr12,3308382,3310432,+,,
Pogz,chr3,94642049,94642470,+,,
Gm12063,chr11,23976286,23976886,+,,
Bcl11a,chr11,23976286,23976886,+,,
BC016423,chr13,3609018,3611309,+,,
A830031A19Rik,chr11,23976286,23976886,+,,
Psap,chr10,59747122,59747331,+,,
Gm11998,chr11,11468797,11469882,+,,
Plekho1,chr3,95776280,95776927,+,,
Klf2,chr8,74842935,74843329,+,,
Zwilch,chr9,64020489,64021601,+,,
SNORD18,chr9,64020489,64021601,+,,
Snord16a,chr9,64020489,64021601,+,,
SNORD16,chr9,64020489,64021601,+,,
Rpl4,chr9,64020489,64021601,+,,
Wasl,chr6,24613874,24615621,+,,
Uspl1,chr5,149995052,149997239,+,,
Ly96,chr1,16678343,16678713,+,,
5730422E09Rik,chr5,149995052,149997239,+,,
Cdh5,chr8,106634545,106635204,+,,
Rcan3,chr4,134995055,134996505,+,,
Uaca,chr9,60846710,60847213,+,,
Xpo1,chr11,23155212,23157859,+,,
Treml2,chr17,48438852,48440506,+,,
Snord15a,chr7,106631659,106632656,+,,
Rps3,chr7,106631659,106632656,+,,
Ifrd2,chr9,107489565,107490628,+,,
Gm16343,chr9,107489565,107490628,+,,
G3bp2,chr5,92512265,92513198,+,,
Bcl7b,chr5,135643997,135644924,+,,
Aftph,chr11,20638944,20642871,+,,
Pprc1,chr19,46130459,46131718,+,,
Hyal3,chr9,107489565,107490628,+,,
Hmgb1,chr5,149862367,149863672,+,,
Gm15710,chr5,92512265,92513198,+,,
H60b,chr10,22022196,22022523,+,,
Atp13a2,chr4,140544535,140546049,+,,
Yme1l1,chr2,23011299,23012155,+,,
Utrn,chr10,12588441,12588542,+,,
Txndc16,chr14,45838076,45839234,+,,
Polr2e,chr10,79501769,79502772,+,,
Mastl,chr2,23011299,23012155,+,,
Jund,chr8,73219075,73225079,+,,
Gpr137c,chr14,45838076,45839234,+,,
Gm16230,chr10,127111455,127112833,+,,
Gm11175,chr8,73219075,73225079,+,,
Tmprss6,chr15,78278726,78278830,+,,
Tmem194,chr10,127111455,127112833,+,,
Tle3,chr9,61233574,61234207,+,,
